a,beta_bound,rms_w2,standard_error,runtime_seconds
1.05,19.220000000000002,0.18950134238096364,0.020414798895378342,0.07537950037502128
1.6,35.28,0.38213813776708766,0.027058244062342907,0.07376864974997943
2.2,58.32000000000001,1.1127466961829744,0.027016152240578923,0.0747968903749836
3.0,98.0,2.5126371374524745,0.02075774101759999,0.07617693750000853
